observation,action
"-0.206364, 0.74435276, -0.22933714, -0.7316635, -0.37049302, -0.17107034, 0.0, 0.0","0.35898924, -1.0"
"-0.20881085, 0.72796226, -0.23848963, -0.73008925, -0.37705293, -0.13119842, 0.0, 0.0","0.3778802, -0.9960021"
"-0.21106592, 0.7115089, -0.22131348, -0.7323722, -0.38150784, -0.089098856, 0.0, 0.0","0.39381084, -0.9902951"
"-0.2133511, 0.69506896, -0.22619192, -0.73129076, -0.3839825, -0.049493298, 0.0, 0.0","0.40586567, -0.9870296"
"-0.2154694, 0.6786422, -0.21145983, -0.7301761, -0.38437992, -0.007948438, 0.0, 0.0","0.42271188, -0.97848445"
"-0.21738163, 0.6623982, -0.19278868, -0.7215372, -0.38270968, 0.0334051, 0.0, 0.0","0.44242683, -0.96963406"
"-0.21914491, 0.6462297, -0.17980984, -0.7176695, -0.37900904, 0.0740128, 0.0, 0.0","0.45475632, -0.9631031"
"-0.22080974, 0.6298422, -0.1718798, -0.72690976, -0.3732805, 0.1145704, 0.0, 0.0","0.45908993, -0.9567553"
"-0.22221847, 0.61384696, -0.14820984, -0.7090033, -0.3655137, 0.15533552, 0.0, 0.0","0.4629658, -0.9533982"
"-0.22349997, 0.5979544, -0.13738625, -0.7040126, -0.3557669, 0.19493647, 0.0, 0.0","0.47215185, -0.95043796"
"-0.22476688, 0.5819487, -0.13779168, -0.7086596, -0.34410164, 0.2333051, 0.0, 0.0","0.50071716, -0.94622636"
"-0.22586131, 0.56583655, -0.122545205, -0.7130242, -0.33038622, 0.27430826, 0.0, 0.0","0.5392926, -0.901883"
"-0.2269145, 0.54955566, -0.120277144, -0.7202545, -0.31481913, 0.31134215, 0.0, 0.0","0.45777765, -0.37733084"
"-0.22769861, 0.53368443, -0.09365003, -0.7021606, -0.29903293, 0.31572384, 0.0, 0.0","0.149205, -0.029267251"
"-0.22843608, 0.5178665, -0.08869396, -0.7000271, -0.283635, 0.30795866, 0.0, 0.0","0.123203225, 0.08539079"
"-0.22903486, 0.5019843, -0.07503548, -0.7030068, -0.2680837, 0.31102574, 0.0, 0.0","0.11694693, 0.43632314"
"-0.22961926, 0.48597014, -0.073350795, -0.7090856, -0.25285095, 0.3046549, 0.0, 0.0","0.13391522, 0.5418256"
"-0.22998086, 0.46988356, -0.05019055, -0.71260536, -0.23856172, 0.28578502, 0.0, 0.0","0.14154485, 0.6832484"
"-0.23029837, 0.45355117, -0.044396307, -0.7238874, -0.22573464, 0.25654155, 0.0, 0.0","0.14462721, 0.8002564"
"-0.23055525, 0.43699974, -0.03673002, -0.7339697, -0.2145657, 0.22337851, 0.0, 0.0","0.14667195, 1.0000305"
"-0.2307168, 0.42025217, -0.025229275, -0.74304616, -0.20540778, 0.18315867, 0.0, 0.0","0.14667195, 1.0000305"
"-0.23057857, 0.40358263, 0.0067405715, -0.7399031, -0.1982754, 0.14264777, 0.0, 0.0","0.14667195, 1.0000305"
"-0.23020558, 0.38683048, 0.032225467, -0.7438704, -0.19316565, 0.10219522, 0.0, 0.0","0.14667195, 1.0000305"
"-0.22960553, 0.3697516, 0.056945622, -0.75866497, -0.19008747, 0.061563663, 0.0, 0.0","0.14667195, 1.0000305"
"-0.22885385, 0.3528242, 0.074091025, -0.7521902, -0.18900856, 0.021578098, 0.0, 0.0","0.14667195, 1.0000305"
"-0.22792907, 0.33587825, 0.093409136, -0.75327337, -0.18993928, -0.018614303, 0.0, 0.0","0.14667195, 1.0000305"
"-0.2269309, 0.31868106, 0.10273649, -0.76469624, -0.19287604, -0.05873559, 0.0, 0.0","0.14667195, 1.0000305"
"-0.22574691, 0.3014763, 0.12331513, -0.7653051, -0.19782425, -0.09896424, 0.0, 0.0","0.14136174, 1.0000305"
"-0.22430897, 0.28447947, 0.15071046, -0.7563559, -0.20478539, -0.13922262, 0.0, 0.0","0.1413007, 0.9879147"
"-0.22267827, 0.26758412, 0.17193516, -0.75215685, -0.21373072, -0.17890659, 0.0, 0.0","0.1413007, 0.98458815"
"-0.22091517, 0.25055015, 0.18712166, -0.75866324, -0.22465894, -0.21856424, 0.0, 0.0","0.1413007, 0.98193306"
"-0.21897654, 0.2333286, 0.20659813, -0.76739967, -0.23757328, -0.2582869, 0.0, 0.0","0.1413007, 0.98193306"
"-0.21676412, 0.21626523, 0.23588133, -0.7608053, -0.25246975, -0.29792964, 0.0, 0.0","0.1413007, 0.98193306"
"-0.21447258, 0.19929822, 0.2456623, -0.7570177, -0.26933333, -0.33727187, 0.0, 0.0","0.1413007, 0.98193306"
"-0.2119964, 0.18218209, 0.26598907, -0.7642091, -0.2881921, -0.37717515, 0.0, 0.0","0.1413007, 0.98193306"
"-0.20924607, 0.16496752, 0.29524547, -0.7692248, -0.30905813, -0.41732067, 0.0, 0.0","0.1413007, 0.98193306"
"-0.20640889, 0.14763953, 0.30569956, -0.7749767, -0.3319138, -0.4571135, 0.0, 0.0","0.1413007, 0.98193306"
"-0.20330366, 0.13041924, 0.33422947, -0.7709933, -0.35677198, -0.4971636, 0.0, 0.0","0.1413007, 0.98193306"
"-0.19987813, 0.113107264, 0.36795524, -0.7759702, -0.38366282, -0.53781664, 0.0, 0.0","0.1413007, 0.98193306"
"-0.19619855, 0.09595164, 0.39496645, -0.7700094, -0.41256014, -0.57794714, 0.0, 0.0","0.1413007, 0.98193306"
"-0.19238082, 0.07848202, 0.41031265, -0.78506964, -0.44349906, -0.61877906, 0.0, 0.0","0.1413007, 0.98193306"
"-0.18819551, 0.060956035, 0.44851127, -0.7887922, -0.4765028, -0.6600758, 0.0, 0.0","0.1413007, 0.98193306"
"-0.1836896, 0.043361243, 0.48190174, -0.79318327, -0.511574, -0.7014249, 1.0, 0.0","0.1413007, 0.9551988"
"-0.17924738, 0.027218424, 0.4685029, -0.72760355, -0.53426856, -0.44687295, 1.0, 0.0","0.1413007, 0.9061861"
"-0.17438202, 0.011970029, 0.49186411, -0.67998695, -0.5409217, -0.1335566, 1.0, 0.0","0.1413007, 0.86803794"
"-0.1690505, -0.0025938654, 0.52383274, -0.64371014, -0.53123736, 0.19251598, 1.0, 0.0","0.1413007, 0.7907346"
"0.006914997, 1.4218771, 0.7003971, 0.48695293, -0.008005931, -0.15865041, 0.0, 0.0","0.13837092, 0.71749014"
"0.013786411, 1.4326202, 0.6966258, 0.477383, -0.017390287, -0.18770292, 0.0, 0.0","0.13837092, 0.6928312"
"0.02077589, 1.443471, 0.70974755, 0.48209238, -0.028064944, -0.21351318, 0.0, 0.0","0.13837092, 0.6712241"
"0.027822684, 1.4544466, 0.7168245, 0.48754013, -0.040078655, -0.24029669, 0.0, 0.0","0.13837092, 0.6555376"
"0.034872912, 1.4653957, 0.71857774, 0.486209, -0.053482026, -0.2680923, 0.0, 0.0","0.13837092, 0.6434217"
"0.04208765, 1.4763771, 0.73614883, 0.4874833, -0.06801777, -0.2907421, 0.0, 0.0","0.13837092, 0.53474534"
"0.049273204, 1.4872215, 0.7344722, 0.4811726, -0.08379849, -0.31564367, 0.0, 0.0","0.0, 0.041505173"
"0.056459427, 1.4974693, 0.73451674, 0.45448437, -0.099576, -0.31557912, 0.0, 0.0","0.0, 0.01800592"
"0.06364632, 1.5071204, 0.73456097, 0.427798, -0.11535113, -0.31553227, 0.0, 0.0","0.0, 0.010162664"
"0.070833966, 1.5161747, 0.7346045, 0.4011102, -0.13112359, -0.31547838, 0.0, 0.0","0.0, 0.008850368"
"0.07802238, 1.5246321, 0.7346475, 0.37442115, -0.14689334, -0.31542423, 0.0, 0.0","0.0, 0.0072328867"
"0.08521166, 1.5324926, 0.73468983, 0.34773138, -0.16266039, -0.31537026, 0.0, 0.0","0.0, 0.005920591"
"0.09240179, 1.5397563, 0.73473155, 0.32104093, -0.17842478, -0.31531653, 0.0, 0.0","0.0, 0.005920591"
"0.099592686, 1.5464232, 0.73477256, 0.29434976, -0.19418648, -0.31526303, 0.0, 0.0","0.0, 0.005920591"
"0.10678463, 1.5524933, 0.73481286, 0.26765794, -0.20994551, -0.31520975, 0.0, 0.0","0.0, 0.005920591"
"0.11397753, 1.5579666, 0.7348523, 0.2409653, -0.22570191, -0.31515655, 0.0, 0.0","0.0, 0.005920591"
"0.12117138, 1.5628428, 0.734891, 0.21427204, -0.24145564, -0.31510356, 0.0, 0.0","0.0, 0.005920591"
"0.12836628, 1.567122, 0.73492885, 0.18757814, -0.25720674, -0.31505072, 0.0, 0.0","0.0, 0.005920591"
"0.13556214, 1.5708044, 0.73496586, 0.16088358, -0.2729552, -0.3149981, 0.0, 0.0","0.0, 0.005920591"
"0.14275913, 1.5738896, 0.7350019, 0.1341884, -0.28870106, -0.3149456, 0.0, 0.0","0.0, 0.005920591"
"0.14995718, 1.5763779, 0.73503715, 0.107492566, -0.3044443, -0.31489325, 0.0, 0.0","0.0, 0.005920591"
"0.15715627, 1.578269, 0.7350713, 0.08079615, -0.32018495, -0.3148411, 0.0, 0.0","0.0, 0.005920591"
"0.16435662, 1.5795629, 0.73510456, 0.05409915, -0.335923, -0.31478912, 0.0, 0.0","0.0, 0.005920591"
"0.171558, 1.5802598, 0.73513687, 0.027401572, -0.35165843, -0.31473726, 0.0, 0.0","0.0, 0.005920591"
"0.17876062, 1.5803596, 0.7351682, 0.00070343725, -0.36739132, -0.31468573, 0.0, 0.0","0.0, 0.005920591"
"0.18595572, 1.5798556, 0.73471653, -0.026382113, -0.38352466, -0.3226781, 0.0, 0.0","0.0, 0.005920591"
"0.1931552, 1.5787412, 0.73468125, -0.05357084, -0.39925534, -0.31461343, 0.0, 0.0","0.0, 0.005920591"
"0.20035544, 1.5770301, 0.7346694, -0.08025678, -0.41498572, -0.31460828, 0.0, 0.0","0.0, 0.005920591"
"0.20755653, 1.5747218, 0.734657, -0.10694259, -0.43071586, -0.3146029, 0.0, 0.0","0.0, 0.005920591"
"0.21475868, 1.5718164, 0.73464423, -0.13362828, -0.44644573, -0.3145976, 0.0, 0.0","0.0, 0.005920591"
"0.22196169, 1.5683142, 0.73463094, -0.16031383, -0.46217534, -0.31459224, 0.0, 0.0","0.0, 0.005920591"
"0.22916575, 1.5642148, 0.73461723, -0.18699923, -0.47790468, -0.31458685, 0.0, 0.0","0.0, 0.005920591"
"0.23637076, 1.5595185, 0.7346031, -0.21368448, -0.49363375, -0.31458145, 0.0, 0.0","0.0, -0.0020447401"
"0.24357681, 1.5542248, 0.7345885, -0.24036956, -0.5093625, -0.314576, 0.0, 0.0","0.0, -0.015594958"
"0.250784, 1.5483341, 0.73457354, -0.2670545, -0.52509105, -0.31457067, 0.0, 0.0","0.0, -0.023407698"
"0.25799227, 1.5418463, 0.73455817, -0.2937393, -0.5408192, -0.3145653, 0.0, 0.0","0.0, -0.02682577"
"0.26520157, 1.5347613, 0.73454225, -0.32042393, -0.55654716, -0.3145599, 0.0, 0.0","0.0, -0.029755548"
"0.2724122, 1.5270791, 0.73452604, -0.3471084, -0.5722749, -0.31455457, 0.0, 0.0","0.0, -0.03012177"
"0.2796239, 1.5187997, 0.73450935, -0.37379268, -0.5880024, -0.31454918, 0.0, 0.0","0.0, -0.03012177"
"0.2868368, 1.5099227, 0.7344922, -0.40047678, -0.60372955, -0.31454378, 0.0, 0.0","0.0, -0.030182807"
"0.29405108, 1.5004486, 0.73447466, -0.42716068, -0.6194564, -0.31453848, 0.0, 0.0","0.0, -0.030182807"
"0.3012665, 1.4903771, 0.7344567, -0.45384443, -0.63518304, -0.31453308, 0.0, 0.0","0.0, -0.030182807"
"0.3084832, 1.4797082, 0.7344384, -0.48052797, -0.6509094, -0.31452775, 0.0, 0.0","0.0, -0.030182807"
"0.3157013, 1.468442, 0.7344197, -0.5072113, -0.6666355, -0.3145224, 0.0, 0.0","0.0, -0.030182807"
"0.3229208, 1.4565785, 0.7344006, -0.5338945, -0.6823613, -0.31451705, 0.0, 0.0","0.0, -0.030182807"
"0.33014154, 1.4441175, 0.7343811, -0.56057745, -0.69808686, -0.31451172, 0.0, 0.0","0.0, -0.030182807"
"0.3373638, 1.4310591, 0.7343612, -0.5872602, -0.7138121, -0.31450635, 0.0, 0.0","0.0, -0.030182807"
"0.3445875, 1.4174031, 0.73434085, -0.61394274, -0.7295372, -0.314501, 0.0, 0.0","0.0, -0.03311258"
"0.35181275, 1.4031495, 0.7343203, -0.640625, -0.7452619, -0.31449562, 0.0, 0.0","0.39875484, -0.094485305"
"0.35937852, 1.3890597, 0.76853454, -0.633669, -0.76142585, -0.3232785, 0.0, 0.0","0.70851773, -0.22400586"
"0.3673912, 1.3748397, 0.81267005, -0.6393538, -0.77709347, -0.31335205, 0.0, 0.0","0.85482347, -0.3596301"
"0.37592077, 1.360948, 0.86440897, -0.6250254, -0.7930632, -0.3193949, 0.0, 0.0","0.9007843, -0.43144017"
"0.38523275, 1.3473717, 0.94209754, -0.61087215, -0.8085052, -0.30883878, 0.0, 0.0","0.9107944, -0.48371837"
"0.39479265, 1.3337247, 0.9669855, -0.61431384, -0.82433534, -0.31660375, 0.0, 0.0","0.91253394, -0.51515245"
"0.4048664, 1.3202229, 1.0173295, -0.6073672, -0.83892727, -0.29183894, 0.0, 0.0","0.90466017, -0.5447249"
"0.41531152, 1.3066854, 1.0534809, -0.60840154, -0.8522551, -0.26655644, 0.0, 0.0","0.8840602, -0.58717614"
"0.4262864, 1.2935656, 1.1056242, -0.5893725, -0.8645263, -0.24542376, 0.0, 0.0","0.86867887, -0.61198765"
"0.43764496, 1.2803184, 1.1428808, -0.59430707, -0.8752657, -0.21478899, 0.0, 0.0","0.8456984, -0.6361278"
"0.4496809, 1.2673962, 1.2095762, -0.579125, -0.88451093, -0.18490411, 0.0, 0.0","0.81478316, -0.6659749"
"0.46250898, 1.25466, 1.2875167, -0.5699196, -0.89189374, -0.14765504, 0.0, 0.0","0.7991577, -0.68764305"
"0.475943, 1.2420174, 1.3469795, -0.56485933, -0.8975348, -0.11282094, 0.0, 0.0","0.79280984, -0.700766"
"0.4900775, 1.2296603, 1.4159448, -0.5513013, -0.9014864, -0.07903253, 0.0, 0.0","0.78988004, -0.7075716"
"0.50472677, 1.2172744, 1.4662862, -0.5516338, -0.90365577, -0.04338722, 0.0, 0.0","0.7863094, -0.71498764"
"0.51999646, 1.2049096, 1.5271535, -0.5497046, -0.90394825, -0.0058492483, 0.0, 0.0","0.7828608, -0.7226478"
"0.53576213, 1.192662, 1.5757086, -0.5436165, -0.9025923, 0.027118618, 0.0, 0.0","0.77916807, -0.7407147"
"0.5522153, 1.1806084, 1.6433046, -0.534023, -0.89938915, 0.064063385, 0.0, 0.0","0.7760857, -0.7513657"
"0.56925523, 1.1687094, 1.7008435, -0.5262074, -0.8943913, 0.09995749, 0.0, 0.0","0.77465135, -0.7539598"
"0.58674204, 1.1569046, 1.7444098, -0.5211357, -0.8876942, 0.13394198, 0.0, 0.0","0.77465135, -0.7571032"
"0.60480154, 1.1454607, 1.8006052, -0.50427616, -0.8793773, 0.16633768, 0.0, 0.0","0.7717826, -0.75716424"
"0.6231283, 1.1340637, 1.8262751, -0.50140756, -0.86950916, 0.19736293, 0.0, 0.0","0.46424755, -0.45323038"
"0.64167804, 1.1224382, 1.8486214, -0.511722, -0.85985076, 0.19316816, 0.0, 0.0","0.4586627, -0.4207587"
"0.66053563, 1.1103883, 1.8789933, -0.5303547, -0.8496743, 0.2035295, 0.0, 0.0","0.7837153, -0.5501267"
"0.67995375, 1.098534, 1.9340931, -0.5210593, -0.8382003, 0.22948126, 0.0, 0.0","0.79912716, -0.63579214"
"0.69995195, 1.0869417, 1.991009, -0.5087479, -0.82524765, 0.25905284, 0.0, 0.0","0.7932066, -0.681753"
"0.720586, 1.0757143, 2.053349, -0.4918273, -0.8107107, 0.29073873, 0.0, 0.0","0.7900937, -0.69429606"
"0.7418709, 1.0646844, 2.1169946, -0.48227152, -0.79435366, 0.3271416, 0.0, 0.0","0.8026368, -0.7005219"
"0.7638464, 1.0539522, 2.184544, -0.46829736, -0.7761766, 0.36354247, 0.0, 0.0","0.83318585, -0.7084872"
"0.7859915, 1.0431606, 2.2002285, -0.47043508, -0.75657994, 0.39193296, 0.0, 0.0","0.85253453, -0.72063357"
"0.80825824, 1.0324216, 2.2111406, -0.46770817, -0.7357037, 0.41752434, 0.0, 0.0","0.85854673, -0.74602497"
"0.83078897, 1.021615, 2.2359803, -0.47018367, -0.71314776, 0.4511188, 0.0, 0.0","0.85876036, -0.7635426"
"0.8538345, 1.0112805, 2.2858152, -0.44874746, -0.6889293, 0.4843687, 0.0, 0.0","0.85876036, -0.77571946"
"0.8771769, 1.001339, 2.3139691, -0.43097162, -0.6632565, 0.5134561, 0.0, 0.0","0.85876036, -0.7828303"
"0.90105474, 0.9917466, 2.365564, -0.4150454, -0.6356848, 0.55143446, 0.0, 0.0","0.85876036, -0.78850675"
"0.9251545, 0.98257726, 2.3861222, -0.39611465, -0.6067162, 0.5793709, 0.0, 0.0","0.85876036, -0.7914975"
"0.94958115, 0.97390896, 2.4170349, -0.37373954, -0.57620364, 0.610252, 0.0, 0.0","0.85876036, -0.7914975"
"0.9745024, 0.9657336, 2.4643674, -0.35170257, -0.54383135, 0.64744705, 0.0, 0.0","0.85876036, -0.79314554"
"0.9996899, 0.95749885, 2.4887938, -0.35432053, -0.5095807, 0.6850136, 0.0, 0.0","0.85876036, -0.7944884"
"0.0017773628, 1.401254, 0.18001632, -0.42960456, -0.0020527642, -0.040776376, 0.0, 0.0","0.85876036, -0.79610586"
"0.0036691665, 1.3915544, 0.18921474, -0.43109617, -0.0020910613, -0.0007652101, 0.0, 0.0","0.85876036, -0.79610586"
"0.005622864, 1.3821685, 0.19352923, -0.41714683, -0.00027432872, 0.036338218, 0.0, 0.0","0.85876036, -0.79610586"
"0.007490444, 1.3730764, 0.18338934, -0.40409073, 0.0030632007, 0.06675696, 0.0, 0.0","0.78527176, -0.7849361"
"0.0094536785, 1.3641102, 0.19101651, -0.3985177, 0.008302752, 0.104800805, 0.0, 0.0","0.7722098, -0.77321696"
"0.011303616, 1.3553203, 0.17825349, -0.39071974, 0.01496531, 0.13326344, 0.0, 0.0","0.46284372, -0.43620107"
"0.013109589, 1.3464015, 0.17405608, -0.39647228, 0.021441009, 0.12952591, 0.0, 0.0","0.14645833, -0.10879849"
"0.014880562, 1.3374789, 0.17066637, -0.39666557, 0.027790138, 0.1269944, 0.0, 0.0","0.0, -0.04669332"
"0.016651249, 1.3279567, 0.17064792, -0.42333972, 0.034138303, 0.12697524, 0.0, 0.0","0.0, -0.021851253"
"0.018421745, 1.3178351, 0.17062934, -0.45000955, 0.040485416, 0.12695417, 0.0, 0.0","0.0, -0.013397626"
"0.020191956, 1.307114, 0.1706109, -0.47668055, 0.046831563, 0.12693451, 0.0, 0.0","0.0, -0.010406812"
"0.021961976, 1.2957935, 0.17059253, -0.5033522, 0.05317672, 0.12691501, 0.0, 0.0","0.0, -0.010406812"
"0.023731804, 1.2838733, 0.17057426, -0.5300242, 0.059520915, 0.12689541, 0.0, 0.0","0.0, -0.01004059"
"0.025501441, 1.2713536, 0.17055608, -0.5566961, 0.06586413, 0.12687597, 0.0, 0.0","0.0, -0.01004059"
"0.027270794, 1.2582345, 0.170538, -0.5833683, 0.072206385, 0.12685648, 0.0, 0.0","0.0, -0.01004059"
"0.02903986, 1.2445158, 0.17052001, -0.6100406, 0.07854767, 0.1268372, 0.0, 0.0","0.0, -0.01004059"
"0.03080883, 1.2301977, 0.17050211, -0.636713, 0.08488798, 0.12681782, 0.0, 0.0","0.0, -0.009949034"
"0.032577515, 1.2152798, 0.17048433, -0.66338557, 0.09122733, 0.12679824, 0.0, 0.0","0.0, -0.009949034"
"0.034346104, 1.1997627, 0.17046665, -0.69005835, 0.09756568, 0.12677881, 0.0, 0.0","0.0, -0.013336589"
"0.036114406, 1.183646, 0.17044911, -0.71673113, 0.10390309, 0.12675954, 0.0, 0.0","0.0, -0.013336589"
"0.037882425, 1.1669297, 0.17043164, -0.7434042, 0.11023953, 0.12674025, 0.0, 0.0","0.0, -0.013336589"
"0.03965025, 1.1496139, 0.17041431, -0.77007735, 0.11657502, 0.12672094, 0.0, 0.0","0.0, -0.013336589"
"0.04141779, 1.1316984, 0.17039709, -0.79675066, 0.12290955, 0.12670186, 0.0, 0.0","0.0, -0.013336589"
"0.043185137, 1.1131834, 0.17038, -0.82342404, 0.12924312, 0.12668335, 0.0, 0.0","0.0, -0.013336589"
"0.044952296, 1.0940686, 0.17036301, -0.85009766, 0.13557577, 0.12666434, 0.0, 0.0","0.0, -0.013336589"
"0.04672117, 1.0743334, 0.17053857, -0.87771636, 0.141908, 0.12664464, 0.0, 0.0","0.0, -0.00778222"
"0.048490047, 1.0539986, 0.17053925, -0.90438634, 0.14824021, 0.12664394, 0.0, 0.0","0.0, 0.0018616291"
"0.050258826, 1.0330644, 0.17053998, -0.93105626, 0.15457238, 0.12664361, 0.0, 0.0","0.0, 0.016052736"
"0.052027512, 1.0115306, 0.17054074, -0.9577263, 0.16090456, 0.1266434, 0.0, 0.0","0.0, 0.031006806"
"0.05379629, 0.9893975, 0.17054152, -0.9843962, 0.1672367, 0.12664302, 0.0, 0.0","0.14804529, 0.043946654"
"0.055430032, 0.9671209, 0.15743636, -0.990753, 0.17318793, 0.11902453, 0.0, 0.0","0.2600482, 0.05450606"
"0.05693369, 0.94509816, 0.14456743, -0.9794716, 0.1790002, 0.11624553, 0.0, 0.0","0.37998596, 0.07437361"
"0.058280278, 0.9232757, 0.1291422, -0.9705579, 0.1845372, 0.11073989, 0.0, 0.0","0.48905912, 0.09109775"
"0.059453677, 0.9013799, 0.1123176, -0.9737871, 0.18958472, 0.100950755, 0.0, 0.0","0.54124576, 0.10922574"
"0.060450174, 0.8799455, 0.094816804, -0.95326644, 0.19444577, 0.09722076, 0.0, 0.0","0.5582446, 0.12405774"
"0.061330985, 0.85898983, 0.083140016, -0.93201756, 0.19942504, 0.09958593, 0.0, 0.0","0.56266975, 0.1297647"
"0.06220312, 0.83845997, 0.08167762, -0.9131915, 0.20499107, 0.11132103, 0.0, 0.0","0.5627308, 0.13232826"
"0.06285696, 0.8181905, 0.0603062, -0.9015799, 0.2101091, 0.1023605, 0.0, 0.0","0.5497299, 0.13303018"
"0.06340685, 0.7977133, 0.050139137, -0.91079533, 0.21500961, 0.09801044, 0.0, 0.0","0.4985504, 0.14084291"
"0.06381349, 0.77725226, 0.036054146, -0.9100519, 0.21966822, 0.093172155, 0.0, 0.0","0.46171454, 0.1507004"
"0.06422081, 0.7566021, 0.03585551, -0.918519, 0.2246062, 0.098759845, 0.0, 0.0","0.42942595, 0.1604053"
"0.064565375, 0.73641247, 0.029132957, -0.898138, 0.22998917, 0.10765956, 0.0, 0.0","0.42054507, 0.16345714"
"0.064830974, 0.71643037, 0.021046419, -0.8889674, 0.23558496, 0.111915946, 0.0, 0.0","0.41624194, 0.1640675"
"0.065012455, 0.69654983, 0.012511303, -0.8844978, 0.2413072, 0.114444874, 0.0, 0.0","0.41624194, 0.16693625"
"0.065219976, 0.6764756, 0.014724282, -0.89318794, 0.24744657, 0.12278708, 0.0, 0.0","0.41456345, 0.17001861"
"0.06527062, 0.6567048, -0.0009439636, -0.87972564, 0.2535644, 0.122356474, 0.0, 0.0","0.41456345, 0.17398602"
"0.065103434, 0.63724524, -0.022445869, -0.86587256, 0.25941226, 0.11695709, 0.0, 0.0","0.41456345, 0.17651907"
"0.064859584, 0.6180681, -0.030447572, -0.8534059, 0.26561576, 0.12406989, 0.0, 0.0","0.40653706, 0.17926572"
"0.064492606, 0.59894896, -0.042739257, -0.8508516, 0.2718022, 0.123728715, 0.0, 0.0","0.39286476, 0.17981505"
"0.06399193, 0.58005226, -0.056179278, -0.8410033, 0.27807415, 0.1254392, 0.0, 0.0","0.36216316, 0.17987609"
"0.06336746, 0.56119144, -0.06854176, -0.8394292, 0.28433368, 0.12519051, 0.0, 0.0","0.3366802, 0.18225653"
"0.06253214, 0.5425933, -0.08942254, -0.8277455, 0.2904039, 0.121404245, 0.0, 0.0","0.3284707, 0.18225653"
"0.061515428, 0.5241882, -0.107456505, -0.8191703, 0.29637033, 0.11932875, 0.0, 0.0","0.32538834, 0.18274483"
"0.06021843, 0.50610787, -0.13508283, -0.804674, 0.30192986, 0.11119084, 0.0, 0.0","0.32538834, 0.18274483"
"0.058711242, 0.48788238, -0.155599, -0.81104505, 0.30697826, 0.100967206, 0.0, 0.0","0.33051544, 0.18897061"
"0.05696888, 0.46977475, -0.17875376, -0.8057441, 0.31165883, 0.09361172, 0.0, 0.0","0.33320108, 0.1932432"
"0.055023097, 0.4517877, -0.19887573, -0.8003549, 0.3161257, 0.08933675, 0.0, 0.0","0.33362836, 0.19696645"
"0.05297613, 0.43407786, -0.20937908, -0.78813577, 0.3209883, 0.097252354, 0.0, 0.0","0.33362836, 0.19696645"
"0.050667476, 0.4166987, -0.23530015, -0.77339786, 0.32560843, 0.09240251, 0.0, 0.0","0.33362836, 0.19696645"
"0.04815588, 0.39948452, -0.2554624, -0.76605237, 0.3300937, 0.08970532, 0.0, 0.0","0.33362836, 0.19696645"
"0.045623302, 0.382035, -0.25781345, -0.7765805, 0.33485192, 0.0951642, 0.0, 0.0","0.33362836, 0.19696645"
"0.042878628, 0.36450458, -0.27863193, -0.7801064, 0.33920965, 0.08715452, 0.0, 0.0","0.33362836, 0.21161534"
"0.039815616, 0.34726274, -0.3099983, -0.7671788, 0.34309122, 0.07763137, 0.0, 0.0","0.32206184, 0.24784082"
"0.03658266, 0.3300479, -0.32690978, -0.7659694, 0.3468827, 0.07582967, 0.0, 0.0","0.30878627, 0.29709768"
"0.03318157, 0.31312996, -0.3439202, -0.75283307, 0.3508831, 0.080008045, 0.0, 0.0","0.30097353, 0.3578295"
"0.029708385, 0.29637474, -0.35159475, -0.745726, 0.35537905, 0.0899189, 0.0, 0.0","0.29386273, 0.41782892"
"0.026109219, 0.27948827, -0.36414525, -0.75156343, 0.3598317, 0.08905272, 0.0, 0.0","0.2816553, 0.46305734"
"0.022249794, 0.26265758, -0.3897634, -0.74899566, 0.36387023, 0.080771014, 0.0, 0.0","0.26917326, 0.49247718"
"0.018215274, 0.24595228, -0.40730938, -0.743442, 0.36794797, 0.08155442, 0.0, 0.0","0.2545549, 0.51060516"
"0.014196873, 0.22920543, -0.40492997, -0.745098, 0.3712119, 0.06527812, 0.0, 0.0","0.23557237, 0.5197607"
"0.009982204, 0.212464, -0.42338094, -0.74456334, 0.37324658, 0.040693004, 0.0, 0.0","0.22626422, 0.5254372"
"0.0056125643, 0.19544064, -0.43765563, -0.7567787, 0.37398726, 0.014813702, 0.0, 0.0","0.22272408, 0.52650535"
"0.0010849952, 0.17831677, -0.45230454, -0.7609417, 0.37351233, -0.009498654, 0.0, 0.0","0.22119816, 0.5296182"
"-0.0035574913, 0.16142, -0.46286267, -0.7506075, 0.37204742, -0.029297959, 0.0, 0.0","0.21778008, 0.5296182"
